,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
761,ELECR25-2034,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/18/2025,07/30/2025,02/14/2026,,Permit,2711 Provincetown Ct Ann Arbor MI 48103,09-09-18-102-011,"Installing 32 roof mounted solar panels, two Tesla Powerwall 3 batteries and one Tesla EV Charger."
762,ELECR25-2036,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/21/2025,07/30/2025,02/17/2026,,Permit,2503 Hampshire Rd Ann Arbor MI 48104,09-12-03-403-009,Adding solar panels to existing PV system.
763,ELECR25-2037,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/21/2025,07/30/2025,03/23/2026,,Permit,2055 Camelot Rd Ann Arbor MI 48104,09-12-03-204-001,Installing PV system and battery storage to home.
764,ELECR25-2057,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/21/2025,08/01/2025,02/17/2026,,Permit,312 Berkley Ave Ann Arbor MI 48103,09-09-32-232-018,7.74 kW PV Solar Panel Installation on Roof
765,ELECR25-2059,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/22/2025,08/01/2025,03/10/2026,,Permit,2815 Leslie Park Cir Ann Arbor MI 48105,09-09-16-101-040,9.315 kW PV Solar Panel Installation on Roof - 23 panels
766,ELECR25-2100,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/22/2025,08/06/2025,02/18/2026,,Permit,2539 Jade Ct Ann Arbor MI 48103,09-08-36-400-036,Rooftop solar w/ battery install
767,ELECR25-2102,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,08/06/2025,,,Permit,900 Arbordale St Ann Arbor MI 48103,09-09-31-103-007,6.885 kW residential solar system to be installed on roof
768,ELECR25-2104,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/22/2025,08/06/2025,03/10/2026,,Permit,1855 Northbrook Dr Ann Arbor MI 48103,09-12-05-203-057,5.67 kW residential solar system to be installed on roof
769,ELECR25-2105,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/22/2025,08/06/2025,02/18/2026,,Permit,1645 Northbrook Dr Ann Arbor MI 48103,09-12-06-402-015,7.695 kW residential solar system to be installed on roof
770,ELECR25-2106,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/22/2025,08/06/2025,02/18/2026,,Permit,2145 Blaney Dr Ann Arbor MI 48103,09-12-06-204-023,4.86 kW residential solar system to be installed on roof with a 200 A main service panel upgrade
771,ELECR25-2116,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,08/07/2025,,,Permit,1441 Sunset Rd Ann Arbor MI 48103,09-09-19-110-002,Installation of 9.96kw roof mount solar system
772,ELECR25-2117,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/22/2025,08/07/2025,04/06/2026,10/09/2025,Permit,2106 Crestland Dr Ann Arbor MI 48104,09-12-03-208-098,installing battery storage to existing PV system
773,ELECR25-2119,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/22/2025,08/07/2025,02/18/2026,,Permit,2114 Ridge Ave Ann Arbor MI 48104,09-12-03-207-007,installing battery storage to existing PV system
774,ELECR25-2131,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/19/2025,08/08/2025,03/18/2026,,Permit,609 S Wagner Rd Ann Arbor MI 48103,09-08-25-301-005,Rm Solar
775,ELECR25-2133,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/02/2025,08/08/2025,03/01/2026,,Permit,2067 Champagne Dr Ann Arbor MI 48108,09-12-10-303-009,13.365 kW residential solar system to be installed on roof
776,ELECR25-2134,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/02/2025,08/08/2025,03/01/2026,,Permit,1546 Barrington Pl Ann Arbor MI 48103,09-09-31-313-006,4.1 kW residential solar system to be installed on roof and a new 200A main service panel
777,ELECR25-2143,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/11/2025,03/07/2026,,Permit,2660 Heather Way Ann Arbor MI 48104,09-09-34-112-013,Rooftop solar w/ battery install
778,ELECR25-2158,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,09/08/2025,08/12/2025,03/30/2026,,Permit,2853 Dillon Dr Ann Arbor MI 48105,09-09-16-201-053,5.16 kW PV Solar Panel Installation on Roof
779,ELECR25-2164,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/12/2025,03/07/2026,,Permit,761 Braeside Pl Ann Arbor MI 48103,09-12-06-103-001,6.48 kW residential solar system to be installed on roof and a 125 amp Main Panel Upgrade
780,ELECR25-2165,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/12/2025,03/07/2026,,Permit,2032 Winsted Blvd Ann Arbor MI 48103,09-12-06-106-038,15.39 kW residential solar system to be installed on roof
781,ELECR25-2172,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/13/2025,03/07/2026,,Permit,412 Westwood Ave Ann Arbor MI 48103,09-09-19-313-008,10.935 kW residential solar system to be installed on roof
782,ELECR25-2187,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/14/2025,03/07/2026,,Permit,1219 Van Dusen Dr Ann Arbor MI 48103,09-09-31-109-008,6.56 kW residential solar system to be installed on roof with a new 100 A main service panel
783,ELECR25-2195,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/29/2025,08/15/2025,03/28/2026,,Permit,1220 Westport Rd Ann Arbor MI 48103,09-09-19-403-003,4.455 kW residential solar system to be installed on roof
784,ELECR25-2196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/15/2025,03/07/2026,,Permit,2073 Chaucer Dr Ann Arbor MI 48103,09-12-05-202-002,8.17 kW PV Solar Panel Installation on Roof - 19 panels
785,ELECR25-2209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/08/2025,08/18/2025,03/30/2026,10/05/2025,Permit,2859 Leslie Park Cir Ann Arbor MI 48105,09-09-16-101-031,6.48 kW PV Solar Panel Installation on Roof
786,ELECR25-2210,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/08/2025,08/18/2025,04/06/2026,10/09/2025,Permit,3855 Windemere Dr Ann Arbor MI 48105,09-09-23-400-051,Installing solar panels on the roof and 1 powerwall 3 battery with an expansion battery.
787,ELECR25-2211,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/29/2025,08/18/2025,04/06/2026,10/09/2025,Permit,3615 Waldenwood Dr Ann Arbor MI 48105,09-09-26-104-009,Installing solar panels on the roof and a Powerwall 3 battery in the garage.
788,ELECR25-2219,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/14/2025,08/18/2025,03/13/2026,,Permit,1628 Fulmer St Ann Arbor MI 48103,09-09-19-202-086,3.69 kW residential solar system to be installed on roof
789,ELECR25-2221,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/08/2025,08/18/2025,03/07/2026,,Permit,2995 Hilltop Dr Ann Arbor MI 48103,09-08-25-204-002,3.28 kW residential solar system to be installed on roof
790,ELECR25-2238,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/09/2025,08/19/2025,03/08/2026,,Permit,2945 Leslie Park Cir Ann Arbor MI 48105,09-09-16-100-036,"Install Roof Mount Solar,"
791,ELECR25-2248,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/09/2025,08/20/2025,03/25/2026,10/04/2025,Permit,1524 Creal Cres Ann Arbor MI 48103,09-09-19-205-019,3.24 kW residential solar system to be installed on roof
792,ELECR25-2249,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/10/2025,08/20/2025,03/09/2026,,Permit,1515 Jackson Ave Ann Arbor MI 48103,09-09-30-109-013,Installing 16 roof mounted solar panels and one EG4 battery.
793,ELECR25-2251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/10/2025,08/20/2025,03/09/2026,,Permit,2648 Bernice Ave Ann Arbor MI 48103,09-08-24-413-007,8.2 kW residential solar system to be installed on roof
794,ELECR25-2254,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/10/2025,08/21/2025,03/09/2026,,Permit,1506 Las Vegas Dr Ann Arbor MI 48103,09-09-31-300-013,8.61 kW residential solar system to be installed on roof
795,ELECR25-2268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,09/14/2025,08/22/2025,04/06/2026,,Permit,2361 Georgetown Blvd Ann Arbor MI 48105,09-09-14-300-051,Install 24 roof top solar panels. with 10KW battery Storage
796,ELECR25-2288,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,08/25/2025,,,Permit,3411 Bayswater Ln Ann Arbor MI 48105,09-09-11-305-005,installation of 22 panel roof mounted solar array with battery backup.
797,ELECR25-2308,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/29/2025,08/27/2025,03/28/2026,,Permit,1422 Macgregor Ln Ann Arbor MI 48105,09-09-23-402-005,Installation of solar panels on the existing roof of the home.
798,ELECR25-2318,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/14/2025,08/28/2025,03/13/2026,,Permit,1416 Granger Ave Ann Arbor MI 48104,09-09-33-422-007,6.48 kW residential solar system to be installed on roof
799,ELECR25-2327,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/14/2025,08/29/2025,03/13/2026,,Permit,519 Third St Ann Arbor MI 48103,09-09-29-318-028,Solar/Battery install
800,ELECR25-2334,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/16/2025,09/01/2025,03/30/2026,10/05/2025,Permit,1184 Kay Pkwy Ann Arbor MI 48103,09-09-31-118-020,3.24 kW PV Solar Panel Installation on Roof - 8 panels
801,ELECR25-2343,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/17/2025,09/02/2025,03/16/2026,,Permit,1706 South Blvd Ann Arbor MI 48104,09-09-33-406-009,Installing 13 roof mounted solar panels.
802,ELECR25-2345,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/18/2025,09/02/2025,03/17/2026,,Permit,1217 Bydding Rd Ann Arbor MI 48103,09-09-20-207-004,"8.8 kW DC solar PV roof mounted to primary structure's roof. 
13.5 kWh energy storage system (battery) with 11.5 kW power output."
803,ELECR25-2361,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/17/2025,09/03/2025,03/16/2026,,Permit,823 Miner St Ann Arbor MI 48103,09-09-20-303-004,Installing additional solar panels to existing system
804,ELECR25-2394,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,09/08/2025,,,Permit,3108 Turnberry Ln Ann Arbor MI 48108,09-12-11-100-057,Roof Mount Solar Panels
805,ELECR25-2395,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,09/08/2025,,,Permit,2337 Darrow Dr Ann Arbor MI 48104,09-12-02-104-016,"Roof Mount Solar Panels, Grid Tied Only"
806,ELECR25-2402,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,09/29/2025,09/08/2025,04/06/2026,,Permit,450 Sunset Rd Ann Arbor MI 48103,09-09-20-202-041,11 roof mount panels and 3.8kW inverter
807,ELECR25-2413,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/09/2025,03/25/2026,,Permit,1907 Winsted Blvd Ann Arbor MI 48103,09-09-31-408-005,"Installation of (7) roof mounted solar panels with microinverters, (1) home energy storage systema and (1) surge arrestor."
808,ELECR25-2416,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/10/2025,03/25/2026,,Permit,2569 Easy St Ann Arbor MI 48104,09-12-03-405-017,4.51 kW residential solar system to be installed on roof with a new 200 A main service panel
809,ELECR25-2421,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/10/2025,03/25/2026,,Permit,1382 Esch Ct Ann Arbor MI 48104,09-12-04-405-009,"Installation of (20) roof mounted solar panels with microinverters. 

Homeowner has (2) existing home energy storage systems that will be tied into the system, AC Coupled."
810,ELECR25-2433,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/11/2025,03/25/2026,,Permit,2154 Hemlock Dr Ann Arbor MI 48108,09-12-10-301-017,7.38 kW residential solar system to be installed on roof
811,ELECR25-2435,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/11/2025,03/25/2026,,Permit,3009 Geddes Ave Ann Arbor MI 48104,09-09-27-402-005,Garage roof mount solar array
812,ELECR25-2446,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/12/2025,03/25/2026,,Permit,415 Arbana Dr Ann Arbor MI 48103,09-09-30-133-011,Add 19 modules to east roof. Feed Tesla 7.6k inverter. NO BATTERIES.
813,ELECR25-2453,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/26/2025,09/12/2025,03/25/2026,,Permit,2800 Lakehurst Ln Ann Arbor MI 48105,09-09-15-203-005,"22 roof mount solar panels
11.5kW inverter/13.5kWh battery"
814,ELECR25-2464,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,09/15/2025,,,Permit,2311 Delaware Dr Ann Arbor MI 48103,09-12-06-112-009,Installation of (14) solar panels on the existing roof of the home.
815,ELECR25-2465,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/21/2025,09/15/2025,03/20/2026,,Permit,739 Gott St Ann Arbor MI 48103,09-09-20-309-013,24 panel roof mount array with Tesla Powerwall 3 inverter/battery
816,ELECR25-2475,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/29/2025,09/17/2025,03/28/2026,,Permit,2290 Chaucer Ct Ann Arbor MI 48103,09-12-05-203-023,Installing Solar System and battery storage
817,ELECR25-2477,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/17/2025,04/01/2026,,Permit,305 Mark Hannah Pl Ann Arbor MI 48103,09-09-30-134-013,Installing Solar System and battery storage
818,ELECR25-2479,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/17/2025,04/01/2026,,Permit,2311 Delaware Dr Ann Arbor MI 48103,09-12-06-112-009,Installation of solar panels on the existing roof of the home.
819,ELECR25-2485,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/18/2025,04/01/2026,,Permit,422 Sumark Way Ann Arbor MI 48103,09-12-05-305-006,Solar PV install
820,ELECR25-2497,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/18/2025,04/01/2026,,Permit,1422 Macgregor Ln Ann Arbor MI 48105,09-09-23-402-005,Installation of solar panels on the existing roof of the home.
821,ELECR25-2504,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/19/2025,04/01/2026,,Permit,1570 Kuehnle Ave Ann Arbor MI 48103,09-08-24-104-001,"Install 40 solar panels on roof to a hybrid solar inverter charge controller, 2- Pointguard stacks withinverters batteries and one with an interactive EV charger.
 Add heat detector in garage along with complete interconnected smoke /co2 system in house.  Load hub transfer switch with main disconnect near meter."
822,ELECR25-2512,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,10/03/2025,09/22/2025,04/01/2026,,Permit,1902 Independence Blvd Ann Arbor MI 48104,09-12-04-121-010,Installation of a battery to an existing solar system.
823,ELECR25-2513,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,09/29/2025,09/22/2025,03/28/2026,,Permit,2314 Georgetown Blvd Ann Arbor MI 48105,09-09-14-302-007,5.95kW Roof Mount Solar PV
824,ELECR25-2516,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,09/22/2025,,,Permit,1393 Esch Ct Ann Arbor MI 48104,09-12-04-405-003,5.95kW Roof Mount Solar PV with Battery Backup
825,ELECR25-2529,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/23/2025,,,Permit,3411 Bayswater Ln Ann Arbor MI 48105,09-09-11-305-005,installation of 22 panel roof mounted solar array wtih battery backup.
826,ELECR25-2530,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/23/2025,,,Permit,2850 Atterberry Dr Ann Arbor MI 48103,09-08-25-404-048,Installing solar panels on the roof.
827,ELECR25-2531,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/23/2025,,,Permit,3429 Gettysburg Rd Ann Arbor MI 48105,09-09-14-211-008,Installing Solar panels on the roof and 2 batteries in the garage.
828,ELECR25-2537,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/23/2025,,,Permit,2934 Philadelphia Dr Ann Arbor MI 48103,09-08-25-404-183,Installing solar panels on the roof and a battery in the garage.
829,ELECR25-2538,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/23/2025,,,Permit,520 Lans Way Ann Arbor MI 48103,09-12-05-203-033,Installing solar panels on the roof and a battery in the garage.
830,ELECR25-2547,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/24/2025,,,Permit,415 Sumark Way Ann Arbor MI 48103,09-12-05-303-139,11.9kW Roof Mount Solar PV with Battery Backup
831,ELECR25-2572,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/25/2025,,,Permit,3290 Roon The Ben Ann Arbor MI 48108,09-12-11-400-024,Solar panel installation on the roof
832,ELECR25-2575,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/25/2025,,,Permit,2120 Garden Homes Ct Ann Arbor MI 48103,09-09-19-202-083,"Adding an additional roof-mounted solar PV string to an existing and already permitted inverter. 6x400W Qcell PV modules. 

DIY - Homeowner Application"
833,ELECR25-2594,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/30/2025,,,Permit,900 Spring St Ann Arbor MI 48103,09-09-20-300-026,Installing solar panels on the roof and batteries in the garage.
834,ELECR25-2602,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/30/2025,,,Permit,620 Susan Dr Ann Arbor MI 48103,09-09-19-309-008,Adding AC coupled inverter and battery storage to existing PV system
835,ELECR25-2604,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/30/2025,,,Permit,1705 Cherokee Rd Ann Arbor MI 48104,09-09-33-409-026,Installing PV system with battery storage
836,ELECR25-2606,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],In Review,,,09/30/2025,,,Permit,2605 Salisbury Ln Ann Arbor MI 48103,09-09-18-100-014,Installing AC coupled inverter and battery storage to existing PV system
