Permit #,Workclass,Issue Date,Address,Description,Contractor
,Solar,01/19/2023,,PV with Production Meter and AC Disco,Freedom Forever
,Solar,01/17/2023,,"R - 20 MODULES-ROOF MOUNTED - 7.60 kW DC, 5.80 kW AC",ADT Solar LLC
,Solar,01/17/2023,,"R - 11 MODULES-ROOF MOUNTED - 4.18 kW DC, 3.19 kW AC",ADT Solar LLC
,Solar,01/17/2023,,R - Installation of 6.75KW PV System,Our World Energy
,Solar,01/20/2023,,R - Ground Mounted PV system,Freedom Forever
,Solar,01/18/2023,,R - Installation of 17.55KW PV System/Derate to 150A,Our World Energy
,Solar,01/17/2023,,R - Installation of 7.20kW PV System / MPU 200A,Our World Energy
,Solar,01/20/2023,,R - Installation of 10.35KW PV System,Our World Energy
,Solar,01/18/2023,,R - Install for a 9.20 kW Rooftop Mounted Photovoltaic system with a 200A MPU.,Sunsolar Solutions Inc
TC-RES-1022-00206,Solar,01/17/2023,"9760 E 3RD ST, TUCSON, AZ 85748",Installation of 7.65KW PV System/MPU 200A,
TC-RES-1122-00309,Solar,01/17/2023,,16.8kW DC Photovoltaic Roof Mount System (42) 400 W. Modules,
TC-RES-1122-00366,Solar,01/20/2023,"2047 E 5TH ST, TUCSON, AZ 85719",Rooftop solar panel installation,
TC-RES-1122-00708,Solar,01/19/2023,,"Roof-mounted PV solar project, includes derate",
TC-RES-1122-00869,Solar,01/18/2023,,Installation of 22 roof mounted solar panels with a system size of 9.68kW.,
TC-RES-1122-01052,Solar,01/18/2023,,Residential installation of a 6.56 kW roof-mounted solar system with 16 panels.  PV Array area of 345.84 sqft.,
TC-RES-1122-01180,Solar,01/19/2023,"9914 E DEPOT DRIVE, TUCSON, AZ 85747","24 MODULES-ROOF MOUNTED - 9.12 kW DC, 6.96 kW AC, 9914 E DEPOT DRIVE, TUCSON, AZ 85747",
TC-RES-1122-01182,Solar,01/20/2023,,Installation Residential Rooftop 8.14kw Solar PV,
TC-RES-1222-01221,Solar,01/18/2023,,rooftop pv solar installation,
TC-RES-1222-01361,Solar,01/17/2023,,5.33 KW roof mounted solar system,
TC-RES-1222-01385,Solar,01/19/2023,,"• SYSTEM SIZE: 4080W DC, 2880W AC",
TC-RES-1222-01414,Solar,01/20/2023,,26x350w panels 1x 7.6inverter,
TC-RES-1222-01433,Solar,01/17/2023,"555 S 3RD AV, TUCSON, AZ 85701",PV install 3.04kW roof mounted 8 panels / note old pv system will be completely removed,
TC-RES-1222-01449,Solar,01/17/2023,"1024 E 7TH ST, TUCSON, AZ 85719","Roof Mounted Solar; 10.8 KW; 27 Modules, 27 Micro-Inverters; 200A MSP/200A Main Breaker Upgraded to 225A MSP/New",
TC-RES-1222-01541,Solar,01/17/2023,,"roof mount 6.80 kW DC photovoltaic solar system; 17 AC modules, 2 branches, PV subpanel, 40A PV breaker on 200A bus",
TC-RES-1222-01547,Solar,01/17/2023,,"Roof Mounted Solar; 10 KW; 25 Modules, 1 Inverter; New 200A MSP/New 200A Main Breaker",
TC-RES-0124-00017,Solar,01/25/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 13.2 kW AC SYSTEM SIZE (kW): 9.57 kW W  BREAKER TO BE,Kailee Roma
TC-RES-0124-00018,Solar,01/25/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 5.2 kW AC SYSTEM SIZE (kW): 3.77 kW W Main service panel,Kailee Roma
TC-RES-0124-00040,Solar,01/25/2024,,Add on roof Mounted PV System DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Kailee Roma
TC-RES-0124-00097,Solar,01/24/2024,"5743 E 2ND ST, TUCSON, AZ 85711",Add on roof mounted PV system DC SYSTEM SIZE (kW): 4.4 kW AC SYSTEM SIZE (kW): 3.19 kW,Kailee Roma
TC-RES-0823-07556,Solar,01/24/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08380,Solar,01/24/2024,,Installation of 5.33 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-1023-08500,Solar,01/22/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 9.6 kW / AC SYSTEM SIZE (kW): 6.96 kW With Main service panel,Kailee Roma
TC-RES-1023-08526,Solar,01/25/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 8 kW / AC SYSTEM SIZE (kW): 5.8 kW With main service panel,Kailee Roma
TC-RES-1023-08721,Solar,01/24/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1023-08793,Solar,01/26/2024,"702 E 17TH STREET, TUCSON, AZ 85719","INSTALLATION OF AN 8 - 400W MODULE, 3.2kW DC FIXED-TILT ROOF MOUNTED SOLAR PV ARRAYS ON",SOLAR GAIN INC.
TC-RES-1023-09078,Solar,01/25/2024,,9.6kW rooftop mounted solar,Dayne Johnson
TC-RES-1123-09717,Solar,01/25/2024,"9706 E 2ND ST, TUCSON, AZ 85748","roof mount 5.74 kW DC photovoltaic solar system; 14 modules and microinverters, 2 branches, PV combiner box,",Technicians for Sustainability
TC-RES-1223-09851,Solar,01/24/2024,,ROOF MOUNTED PV SYSTEM ADD-ON,Freedom Forever
TC-RES-1223-09878,Solar,01/24/2024,,14.175kw DC/ 15.20KW AC Rooftop Solar system,NB Baker Electric AZ LLC dba Streamline Solar
TC-RES-1223-09887,Solar,01/22/2024,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.270 KW DC/8.450 KW AC & (N) 225A MPU / 200A BREAKER,On Point Solar Power
TC-RES-1223-09900,Solar,01/23/2024,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1223-09944,Solar,01/23/2024,,13.6kW roof mounted solar pv with load side tap,Kailee Roma
TC-RES-1223-09961,Solar,01/23/2024,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1223-09969,Solar,01/23/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10046,Solar,01/25/2024,,8kwdc rooftop photovoltaic system,General Permit Manager
TC-RES-1223-10141,Solar,01/24/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10147,Solar,01/22/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10208,Solar,01/22/2024,,Install a 7.6 KW AC PV solar system with  (15) JA SOLAR JAM54S31 395/MR PV,SunUp America
TC-RES-1223-10218,Solar,01/23/2024,"702 E 17TH STREET, TUCSON, AZ 85719","INSTALLATION OF AN ADDITIONAL 12 - 400W MODULE, 4.8kW DC / 3.89kW AC WITH ENPHASE MICRO",SOLAR GAIN INC.
TC-RES-1223-10274,Solar,01/25/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10275,Solar,01/25/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1223-10287,Solar,01/25/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Kailee Roma
TC-RES-1223-10288,Solar,01/25/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 3.6 kW AC SYSTEM SIZE (kW): 2.61 kW,Kailee Roma
TC-RES-1223-10289,Solar,01/25/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 7.2 kW,Kailee Roma
TC-RES-1223-10291,Solar,01/25/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Kailee Roma
TC-RES-1223-10303,Solar,01/25/2024,,10.66 KWDC Rooftop Mounted Solar,Dayne Johnson
TC-RES-1223-10304,Solar,01/25/2024,,9.430 KWDC Rooftop Mounted Solar,Dayne Johnson
TC-RES-1223-10312,Solar,01/25/2024,,Roof Mounted PV system DC SYSTEM SIZE (kW): 7.2 kW AC SYSTEM SIZE (kW): 5.22 kW W BREAKER TOBE,Kailee Roma
TC-RES-1223-10313,Solar,01/25/2024,,Add on roof mounted PV system DC SYSTEM SIZE (kW): 4 kW AC SYSTEM SIZE (kW): 2.9 kW,Kailee Roma
,Solar,01/26/2023,,R - Add on to system EXISTING SYSTEM SIZE: 1.34 KW DC 1.28 KW AC MODULE TYPE & AMOUNT: (4) SPR-X21-3,ADT Solar LLC
,Solar,01/24/2023,,"R - NEW 240V/200A  RATING,SOLAR READY METER/MAINCOMBO. SERVICE PANEL,SIEMENS – 200A RATED -",ADT Solar LLC
,Solar,01/26/2023,,"R - SYSTEM SIZE: 18960W DC, 13920W AC- MODULES: (48) LG ELECTRONICS: LG395Q1C-A6- INVERTERS: (48)","Sunrun Installation Services, Inc"
,Solar,01/24/2023,,R - Ground mount solar module installation of a 8.10 kW DC system.,phoenix-permits
,Solar,01/23/2023,"1225 W MIRACLE MILE, TUCSON, AZ 85705",R - Roof Mounted PV 11.62kW with Battery and Service Upgrade,SOLAR SOLUTION AZ
,Solar,01/25/2023,"802 E 38TH ST, TUCSON, AZ 85713",R - Installation of a 10.120kW dc system,LGCY Installation Services
,Solar,01/24/2023,,R - Installation of a 9.49 kW rooftop mounted photovoltaic system with a line side tap,Sunsolar Solutions Inc
,Solar,01/24/2023,,R - Installation of a 9.360 kWp Photovol System,Better Earth Electric AZ LLC
,Solar,01/24/2023,"801 S 3RD AV, TUCSON, AZ 85701","roof mount 6.72 kW DC photovoltaic solar system; 16 AC modules, 3 branches, PV subpanel, 40A PV brea",Technicians for Sustainability
,Solar,01/27/2023,,R - Install Solar Panels on Roof,Alex Villanueva
,Solar,01/25/2023,,R - INSTALLATION OF A 8.80kW PV SYSTEM WITH A TESLA POWERWALL+ INTEGRATED SOLAR BATTERY,Icon Power
TC-RES-0123-01852,Solar,01/27/2023,,"• SYSTEM SIZE: 10530W DC, 7540W AC",
TC-RES-0123-01853,Solar,01/27/2023,,Roof Mounted PV System with Production Meter and AC Disco,
TC-RES-0123-01857,Solar,01/27/2023,,Install Solar Panels on roof,
TC-RES-0123-01871,Solar,01/27/2023,,Install 26 roof mounted PV panels. Silfab 380. Service upgrade is needed,
TC-RES-0123-01955,Solar,01/27/2023,,"• SYSTEM SIZE: 9315W DC, 7600W AC",
TC-RES-1122-00257,Solar,01/24/2023,,PV rooftop Solar installation,
TC-RES-1122-00277,Solar,01/26/2023,,PV solar panel installation,
TC-RES-1122-00298,Solar,01/23/2023,,9.96 KW DC SOLAR PHOTOVOLTAIC SYSTEM(ROOF MOUNTED),
TC-RES-1122-00303,Solar,01/26/2023,,Installation of an 5.720 kW DC photovoltaic system.,
TC-RES-1122-00308,Solar,01/24/2023,,Roof Mounted 7.40kW DC System,
TC-RES-1122-00314,Solar,01/24/2023,,7.2 kw DC Photovoltaic Roof Mount System (18) 400W,
TC-RES-1122-00319,Solar,01/23/2023,,Installation of a new roof mounted solar system.,
TC-RES-1122-00377,Solar,01/23/2023,,Installation of a roof-mounted 8.030 DC kW PV system.,
TC-RES-1122-00451,Solar,01/27/2023,,"• SYSTEM SIZE: 15330W DC, 13800W AC",
TC-RES-1122-00455,Solar,01/27/2023,,"• SYSTEM SIZE: 8030W DC, 6380W AC",
TC-RES-1122-00457,Solar,01/27/2023,,"· SYSTEM SIZE: 5475W DC, 4350W AC",
TC-RES-1122-00478,Solar,01/24/2023,,Roof Mounted PV Solar Project,
TC-RES-1122-00560,Solar,01/24/2023,,Install 8.51 kW DC rooftop solar electric system.,
TC-RES-1122-00562,Solar,01/23/2023,,Roof mounted PV solar project.,
TC-RES-1122-00586,Solar,01/27/2023,,Roof mounted PV solar panel installation,
TC-RES-1122-00604,Solar,01/24/2023,,Installation of a 6.40 kW PV System,
TC-RES-1122-00606,Solar,01/23/2023,,rooftop PV solar installation,
TC-RES-1122-00657,Solar,01/24/2023,,Installation of a 3.60 kW PV system / DERATED FROM 200A TO 175A,
TC-RES-1122-00794,Solar,01/26/2023,,28.0 kw solar,
TC-RES-1122-00858,Solar,01/24/2023,,Installation of new 19.98kW rooftop photovoltaic solar system with upgrade to main service panel to new 200/200 MSP.,
TC-RES-1122-00965,Solar,01/23/2023,,26 x 350w panels 1 x 7.60 kWAC inverter,
TC-RES-1122-00980,Solar,01/23/2023,,Install Solar panels on roof,
TC-RES-1122-01023,Solar,01/23/2023,,"INSTALLATION OF   6.715kw DC   GRID   TIED,  ROOF  FLUSH,  MOUNTED   PV    SYSTEM,   TIE   INTO NEW",Melissa Thurgood
TC-RES-1122-01115,Solar,01/26/2023,,Installation of new 9.25kW rooftop photovoltaic solar system,
TC-RES-1122-01184,Solar,01/26/2023,,Installation Residential Rooftop 8.0kw Solar PV - 200A Service Upgrade,
TC-RES-1222-01228,Solar,01/24/2023,,Installation of new 7.03kW rooftop photovoltaic solar system with new 200/200 main panel upgrade,
TC-RES-1222-01256,Solar,01/26/2023,,Installation of 6.75KW PV System,
TC-RES-1222-01349,Solar,01/26/2023,"3638 SOUTH BRONSON LANE, TUCSON, AZ 85713","28 MODULES-ROOF MOUNTED - 10.64 kW DC, 8.12 kW AC, 3638 SOUTH BRONSON LANE, TUCSON, AZ 85713",
TC-RES-1222-01490,Solar,01/25/2023,"2501 E 7TH ST, TUCSON, AZ 85716","roof mount 10.92 kW DC photovoltaic solar system; 26 AC modules, 4 branches, 2 PV subpanels, 60A PV breaker on 200A",
TC-RES-1222-01545,Solar,01/25/2023,,Roof Mounted PV system with Production meter and AC Disco,
TC-RES-1222-01557,Solar,01/25/2023,,"roof mount 10.36 kW DC photovoltaic solar system; 28 AC modules, 3 branches, PV subpanel, 50A PV breaker on 225A",
TC-RES-1222-01566,Solar,01/25/2023,,"roof mount 16.38 kW DC photovoltaic solar system; 39 AC modules, 5 branches, PV subpanel, 80A auxiliary PV breaker on",
TC-RES-1222-01567,Solar,01/23/2023,,Installation of a 7.65 kW PV System with 200A MPU.,
TC-RES-1222-01571,Solar,01/25/2023,,"roof mounted 7.77 kW DC photovoltaic solar system; 21 modules, 1 Tesla Powerwall+ inverter with 2 strings, 50A PV breaker,",
TC-RES-1222-01572,Solar,01/25/2023,,Roof Mounted PV System with Production meter and AC Disco,
TC-RES-1222-01575,Solar,01/25/2023,,"roof mounted 5.55 kW DC photovoltaic solar system; 15 modules, 1 Tesla Powerwall+ inverter with 2 strings, 14 kWh storage",
TC-RES-1222-01597,Solar,01/25/2023,,"• SYSTEM SIZE: 4080W DC, 2880W AC",
TC-RES-1222-01602,Solar,01/25/2023,,"roof mount 3.36 kW DC photovoltaic solar system; 8 AC modules, 1 branch,  20A PV breaker on 200A bus with 200A MCB",
TC-RES-1222-01604,Solar,01/23/2023,,Installation of a 11.60 kW PV System with 200A MPU,
TC-RES-1222-01606,Solar,01/23/2023,,Installation of a 8.00 kW PV SYSTEM,
TC-RES-1222-01612,Solar,01/27/2023,,"• SYSTEM SIZE: 7300W DC, 5800W AC",
TC-RES-1222-01615,Solar,01/24/2023,,PV Solar roof mount installation 3 circuits 10.44kW MPU,
TC-RES-1222-01627,Solar,01/25/2023,,"roof mount 2.1 kW DC addition to existing photovoltaic solar system (new total system size: 7.05 kW), 5 additional modules,",
TC-RES-1222-01628,Solar,01/25/2023,,Roof Mounted PV system with Production meter and AC Disco,
TC-RES-1222-01637,Solar,01/25/2023,,"• SYSTEM SIZE: 4380W DC, 3480W AC",
TC-RES-1222-01640,Solar,01/25/2023,,"• SYSTEM SIZE: 4420W DC, 3120W AC",
TC-RES-1222-01647,Solar,01/27/2023,,Install for a 6.40 kW Rooftop Mounted Photovoltaic system.,
TC-RES-1222-01659,Solar,01/25/2023,,Installation of a 8.10 with 200A MPU,
TC-RES-1222-01660,Solar,01/25/2023,,"14 MODULES-ROOF MOUNTED - 5.32 kW DC,",
TC-RES-1222-01662,Solar,01/27/2023,"1416 S 7TH AV, TUCSON, AZ 85713",Install 5.18 kW DC rooftop solar electric system on existing ramada & SFR. See permit T22CM07593 for ramada building,
TC-RES-1222-01663,Solar,01/25/2023,,Install solar panels on roof of house,
TC-RES-1222-01667,Solar,01/27/2023,,"35 MODULES-ROOF MOUNTED - 13.30 kW DC, 10.15 kW AC, 8832 EAST STONE MEADOW CIRCLE, TUCSON, AZ",
TC-RES-1222-01670,Solar,01/27/2023,,Installing  7.03kW DC PV Roof Mounted System. Installing (N) 200A Solar Ready Main Service.,
TC-RES-1222-01682,Solar,01/27/2023,,Roof Mounted PV System with Production meter and AC Disco-  system reference to Solar App permit P22BP05879,
TC-RES-1222-01703,Solar,01/25/2023,,"Installation of 11.31kW PV Solar System, roof mounted with 175A Derate",
TC-RES-1222-01706,Solar,01/27/2023,,Installation of a 6.00 kW PV System,
TC-RES-1222-01715,Solar,01/25/2023,,"18 Modules Roof Mounted - 6.84 kW DC, 5.22kW AC",
TC-RES-1222-01746,Solar,01/27/2023,,-26 MODULES-ROOF MOUNTED - 9.88 kW DC,
TC-RES-1222-01762,Solar,01/27/2023,,Install Solar panels on roof,
TC-RES-1222-01763,Solar,01/25/2023,,"• SYSTEM SIZE: 3060W DC, 2160W AC",
TC-RES-1222-01764,Solar,01/27/2023,,Install for a 19.20 kW Rooftop Mounted Photovoltaic system with a 200A MPU.,
TC-RES-1222-01797,Solar,01/27/2023,,"Roof Mounted Solar; 10.4 KW; 26 Modules, 26 Micro-Inverters",
TC-RES-1222-01816,Solar,01/25/2023,,"• SYSTEM SIZE: 3285W DC, 2610W AC",
TC-RES-1222-01817,Solar,01/25/2023,,"• SYSTEM SIZE: 10125W DC, 7250W AC",
TC-RES-1222-01832,Solar,01/27/2023,,14 MODULES-ROOF MOUNTED - 5.32 kW DC,
TC-RES-0123-01903,Solar,02/01/2024,,Installation of a roof mounted 30.000kW PV System,Titan Solar Power Inc
TC-RES-0124-00030,Solar,01/31/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0124-00035,Solar,01/31/2024,,Roof mounted 6.15kW PV system install; 175a Derate,Titan Solar Power Inc
TC-RES-0124-00041,Solar,01/29/2024,,Roof mounted PV system DC SYSTEM SIZE (kW): 16 kW AC SYSTEM SIZE (kW): 11.6 kW W/ MAIN BREAKER TO,Alexandra Rutledge
TC-RES-0124-00052,Solar,01/30/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0124-00058,Solar,01/30/2024,,Roof mounted PV system,Alexandra Rutledge
TC-RES-0124-00084,Solar,01/31/2024,,10.25 KWDC Rooftop Mounted Solar / 225A Main Panel Upgrade,Dayne Johnson
TC-RES-0923-08116,Solar,01/29/2024,,"PV install 16.2kW, 40 panels mounted to new Mission Steel Solar Canopy",Custom Solar and Leisure
TC-RES-0923-08255,Solar,01/31/2024,,Adding 4 emporia batteries to existing 9.36kW rooftop photovoltaic solar system,Allison Tibbetts
TC-RES-1023-09035,Solar,01/31/2024,,Roof mounted 6.56kW PV system install; Meter Collar Adaptor,Titan Solar Power Inc
TC-RES-1023-09049,Solar,01/31/2024,,Installation of 4.51 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-1123-09403,Solar,01/30/2024,,Installation of solar panels on roof of a residential home with a meter socket adapter collar.,Alex Villanueva
TC-RES-1123-09471,Solar,02/02/2024,,"Installation of 7.2kW PV Solar System, roof mounted",Stacy Wilmer
TC-RES-1123-09597,Solar,01/29/2024,,PV solar roof mount 9 panels 3.6 kW DC,Mona Lee Solar
TC-RES-1223-09906,Solar,02/01/2024,,16.4 KWDc Rooftop mounted solar - With 175A/ DERATE,Dayne Johnson
TC-RES-1223-09927,Solar,01/30/2024,,9.84 KWDC Rooftop Mounted Solar,Dayne Johnson
TC-RES-1223-10112,Solar,01/30/2024,,Roof mounted 6.56kW PV system install; 150a Derate;,Titan Solar Power Inc
TC-RES-1223-10123,Solar,01/29/2024,,Installation of new 10.66kW rooftop photovoltaic solar system. Derate of main breaker from 200amps to 175amps,Allison Tibbetts
TC-RES-1223-10261,Solar,01/31/2024,,ROOF MOUNTED PV SYSTEM (ADD-ON),Freedom Forever
TC-RES-1223-10307,Solar,01/29/2024,,Roof mounted PV system,Alexandra Rutledge
,Solar,02/02/2023,,INSTALLATION OF A 8.25 kW PV SYSTEM; UPGRADE TO 200A MPU,Our World Energy
,Solar,02/02/2023,,R - Installation of 11.60kW PV System,gplumb
,Solar,02/02/2023,,R - Installation of a 7.60 kW PV system,Our World Energy
,Solar,02/02/2023,,R - Installation of a 7.20 kW PV system,Our World Energy
,Solar,02/02/2023,,R - Installation of 5.40KW PV System,Our World Energy
,Solar,02/02/2023,,R - Installation of a 11.70 kW pv system/ MAIN BREAKER RATING NEEDS TO BE DERATED FROM 200A TO 175A,Our World Energy
TC-RES-0123-01867,Solar,01/31/2023,"8740 E OLD SPANISH TERRACE 
DR, TUCSON, AZ 85710",19 x 365w panels 1 x 5kw inverter,
TC-RES-0123-01869,Solar,01/31/2023,,18x365w panels 1x7.6kw inverter,
TC-RES-0123-01903,Solar,02/03/2023,,Installation of a roof mounted 30.000kW PV System,
TC-RES-0123-01904,Solar,01/30/2023,,Roof-Mounted PV Solar project with MPU,
TC-RES-0123-01941,Solar,01/30/2023,,Installation of a 9kW Solar PV,
TC-RES-0123-01944,Solar,01/30/2023,,Installation of 11.5kW Solar PV,
TC-RES-0123-01948,Solar,01/30/2023,,Installation of a 3.6kW Solar PV,
TC-RES-0123-01949,Solar,01/30/2023,,Installation of 4.05KW PV System/Derate to 175A,
TC-RES-0123-01952,Solar,01/30/2023,"5840 E 8TH ST, TUCSON, AZ 85711",Installation of a 9.00 kW PV System,
TC-RES-0123-01958,Solar,01/31/2023,,residential solar project for a 4.29 kW DC system,
TC-RES-0123-01985,Solar,01/31/2023,,Installation of a 3.60 kW PV System,
TC-RES-0123-01990,Solar,02/01/2023,,Installation of 6.935kw roof mounted pv system,
TC-RES-0123-01996,Solar,02/01/2023,"2841 N RALPH AVENUE, TUCSON, AZ 85712","21 MODULES-ROOF MOUNTED - 7.98 kW DC, 6.09 kW AC, 2841 N RALPH AVENUE, TUCSON, AZ 85712",
TC-RES-0123-01998,Solar,02/02/2023,,"· SYSTEM SIZE: 6935W DC, 5510W AC",
TC-RES-0123-02018,Solar,02/03/2023,,13.20 KW DC SOLAR PHOTOVOLTAIC SYSTEM(ROOF MOUNTED) & MAIN BREAKER DERATE TO 175A,
TC-RES-0123-02020,Solar,02/03/2023,"5253 E LEE ST, TUCSON, AZ 85712","roof mount 8.40 kW DC photovoltaic solar system; 20 AC modules, 3 branches, PV subpanel, 40A PV breaker, line side",
TC-RES-0123-02024,Solar,02/03/2023,,"roof mount 7.56 kW DC photovoltaic solar system; 18 AC modules, 3 branches, PV subpanel, 40A PV breaker on 200A bus",
TC-RES-0123-02025,Solar,02/03/2023,,"roof mount 3.36 kW DC photovoltaic solar system; 8 AC modules, 1 branch, 20A PV breaker, line side interconnection, new",
TC-RES-0123-02029,Solar,02/02/2023,,"• SYSTEM SIZE: 3060W DC, 2160W AC",
TC-RES-0123-02030,Solar,02/02/2023,,Install Solar Panels On Roof and perform a MAIN BREAKER DERATE:REPLACE EXISTING MAIN,
TC-RES-0123-02033,Solar,02/02/2023,,"• SYSTEM SIZE: 4080W DC, 2880W AC",
TC-RES-0123-02047,Solar,02/02/2023,,"• SYSTEM SIZE: 8500W DC, 6000W AC",
TC-RES-0123-02061,Solar,02/02/2023,,Install 1.11 kW DC rooftop solar electric system and expand the existing rooftop solar system to a total system size of,
TC-RES-0123-02065,Solar,02/03/2023,,installation of a roof mounted 9.600kW PV System,
TC-RES-0123-02069,Solar,02/03/2023,,"20 MODULES-ROOF MOUNTED - 7.60 kW DC, 5.80 kW AC",
TC-RES-0123-02098,Solar,02/02/2023,,Installation of a 13.20 kW PV System with 200A MPU.,
TC-RES-0123-02126,Solar,02/02/2023,,"• SYSTEM SIZE: 10935W DC, 7830W AC",
TC-RES-1022-00226,Solar,02/01/2023,,New Solar PV System of 7.6 KW,
TC-RES-1122-00370,Solar,01/31/2023,,Installation of a 14.40 kW PV System with 200A MPU,
TC-RES-1122-00442,Solar,01/30/2023,,Installation of a 18.90 kW PV System,
