Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0924-05233,Solar,01/08/2025,,Installation of a 10.665kw dc system/MSA,Project Manager
TC-RES-1024-05943,Solar,01/08/2025,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1024-06026,Solar,01/08/2025,,Installation of Roof mounted 7.20kW PV System,Our World Energy
TC-RES-1024-06106,Solar,01/08/2025,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-1024-06215,Solar,01/08/2025,"7319 E ELI DR, TUCSON, AZ 85710","Roof mount 2.10kW DC ADDITION to existing photovoltaic solar system (new total system size: 14.65 kW), 5",Technicians for Sustainability
TC-RES-1124-06464,Solar,01/08/2025,"723 E 38TH ST, TUCSON, AZ 85713",Installation of a 11.4 KW PV System,Inty Power
TC-RES-1124-06549,Solar,01/09/2025,"2843 E 8TH ST, TUCSON, AZ 85716","Roof mount 6.45kW DC photovoltaic solar system; 15 modules with microinverters, 2 branches, PV Combiner Box,",Technicians for Sustainability
TC-RES-1124-06550,Solar,01/10/2025,,Installation of Roof mounted 6.80kW PV System /225A MPU,Our World Energy
TC-RES-1124-06639,Solar,01/08/2025,,Install 4.1kw residential roof mounted solar,Freedom Forever
TC-RES-1124-06642,Solar,01/08/2025,,Install 3.16kw residential roof mounted solar,Freedom Forever
TC-RES-1124-06767,Solar,01/09/2025,,Installation of 13.5 KWH Energy Storage System and related equipment.,Tesla Energy
TC-RES-1124-06770,Solar,01/09/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1124-06796,Solar,01/08/2025,,"PV roof mount 6.300 kW, 15 panels,15 inverters,and existing electrical panel.",Hosep Bahlounian
TC-RES-1124-06889,Solar,01/09/2025,,Installation of Roof mounted 8.0kW PV System / 225A MPU,Our World Energy
TC-RES-1124-06899,Solar,01/08/2025,,"Roof mount 6.45kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV Combiner Box, 30A PV breaker on",Technicians for Sustainability
TC-RES-1224-06951,Solar,01/08/2025,,"Installation of 19 Silfab Solar Modules, 1 Solaredge Inverter and 19 Solaredge Power optimizers",Antoinette Hightower
TC-RES-1224-06975,Solar,01/08/2025,,Installation of Roof mounted 4.51kW PV System with Battery,Our World Energy
TC-RES-1224-06976,Solar,01/08/2025,,Rooftop Photovoltaic solar and New  Derate 100A,Better Earth
TC-RES-1224-06988,Solar,01/08/2025,,Installation of a 15.355kw dc system/2 Batteries,Project Manager
TC-RES-1224-06991,Solar,01/07/2025,,Installation of Roof mounted 9.02kW with Battery & 225A MPU,Our World Energy
TC-RES-1224-06995,Solar,01/08/2025,,Installation of Roof mounted 6.56kW PV System with Battery,Our World Energy
TC-RES-1224-06997,Solar,01/08/2025,,9 KW DC Solar PV System Roof Mounted with MPU Upgrade,Solar Topps LLC
TC-RES-1224-07010,Solar,01/09/2025,"2216 E 5TH ST, TUCSON, AZ 85719","Roof mount 8.60kW DC photovoltaic solar system; 20 modules with microinverters, 2 branches, PV combiner Box,",Technicians for Sustainability
TC-RES-1224-07022,Solar,01/09/2025,,install 5.33kw residential roof mounted solar,Freedom Forever
TC-RES-1224-07028,Solar,01/10/2025,,"Installation of roof mounted 7.79 kW PV solar system, 13.5 kWh energy storage system and related materials.",Tesla Energy
TC-RES-1224-07029,Solar,01/09/2025,,"Roof mount 5.16kW DC photovoltaic solar system; 12 modules with microinverters, 2 branches, PV  Combiner Box,",Technicians for Sustainability
TC-RES-1224-07078,Solar,01/08/2025,,Installation of 8.0kW (DC) residential roof top solar system with the main panel being upgraded to 200A,Justin Preston
TC-RES-1224-07131,Solar,01/10/2025,,Installation of Roof mounted 7.60kW PV System with Battery,Our World Energy
TC-RES-1224-07143,Solar,01/10/2025,,Installation of a 10.375kw dc system/MPU 125A/1 Battery,Project Manager
TC-RES-1224-07399,Solar,01/09/2025,,Installation of Roof mounted 9.43kW PV System with Battery & 225A MPU,Our World Energy
TC-RES-0624-03633,Solar,01/13/2025,"105 E 17TH ST, TUCSON, AZ 85701","Roof mount 5.28 kW DC photovoltaic solar system; 12 AC modules, 2 branches, PV subpanel, 30A PV breaker on",Technicians for Sustainability
TC-RES-0924-05382,Solar,01/13/2025,,"Roof mount 15.99 kW DC photovoltaic solar system; 39 modules; 41 kWh Storage, 3 Tesla Powerwall-3 batteries with",Technicians for Sustainability
TC-RES-1024-06193,Solar,01/14/2025,,INSTALLATION OF 22 ROOFTOP SOLAR PV MODULES (400W),BOE BIGELOW
TC-RES-1024-06244,Solar,01/13/2025,,SYSTEM SIZE:,Zachary Martlock
TC-RES-1124-06393,Solar,01/15/2025,,"ROOF MOUNTED PV SYSTEM , REV1: Added DG meter and disconnect with wire sizes",Freedom Forever
TC-RES-1124-06677,Solar,01/13/2025,,Installation of a 5.135kw dc system/MPU 225A,Project Manager
TC-RES-1224-07188,Solar,01/14/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch, PV Combiner Box, 20A",Technicians for Sustainability
TC-RES-1224-07189,Solar,01/14/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch, PV Combiner Box, 20A",Technicians for Sustainability
TC-RES-1224-07191,Solar,01/14/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch, PV Combiner Box, 20A",Technicians for Sustainability
TC-RES-1224-07201,Solar,01/14/2025,,Installation of Roof mounted 12.90kW PV System with Battery,Our World Energy
TC-RES-1224-07211,Solar,01/14/2025,,"Roof mount 2.15kW DC photovoltaic solar system; 5 modules with microinverters, 1 branch, PV subpanel 20A PV",Technicians for Sustainability
TC-RES-1224-07228,Solar,01/14/2025,,Installation of Roof mounted 10.66kW PV System with Battery & 125A MPU,Our World Energy
TC-RES-1224-07243,Solar,01/14/2025,,INSTALL A 14.8KW PV SYSTEM,Arnou Aghamalian
TC-RES-1224-07261,Solar,01/14/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1224-07264,Solar,01/14/2025,,"install 3.69kw residential roof mounted solar, 1 Enphase IQ 5P (non-backup), and new sub panel.",Freedom Forever
TC-RES-1224-07313,Solar,01/16/2025,"7051 E 2ND ST, TUCSON, AZ 85710",Installation of a 20.210kw dc system,Project Manager
TC-RES-0125-00034,Solar,01/21/2025,,Installation of Roof mounted 9.43kW PV System with Battery,Our World Energy
TC-RES-1124-06467,Solar,01/21/2025,,Solar PV 5.67kw Roof Install,Zoe Clemons
TC-RES-1224-07055,Solar,01/22/2025,,New Roof Mounted 5.95KW PV Solar Grid Tie System,Daniel Snyder
TC-RES-1224-07174,Solar,01/21/2025,,"Roof-mounted PV solar installation, 38 modules, 16.72kW DC, 11.5kW AC, with energy storage",Saguaro Solar Electric
TC-RES-1224-07301,Solar,01/21/2025,,"ROOF MOUNTED PHOTOVOLTAIC SYSTEM - 7.29 KW (DC), 5.85 KW (AC)",Zachary Martlock
TC-RES-1224-07312,Solar,01/21/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1224-07332,Solar,01/21/2025,,9.085KW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07336,Solar,01/21/2025,,8.295 kW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07337,Solar,01/21/2025,,8.690KW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07339,Solar,01/21/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch, PV Combiner Box, 20A",Technicians for Sustainability
TC-RES-1224-07343,Solar,01/21/2025,,8.690KW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07346,Solar,01/21/2025,,8.690 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07347,Solar,01/21/2025,,7.110 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07348,Solar,01/21/2025,,8.295 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07349,Solar,01/21/2025,,8.690 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07350,Solar,01/21/2025,,8.690 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07351,Solar,01/21/2025,,9.085 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07352,Solar,01/21/2025,,8.295 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07353,Solar,01/21/2025,,7.900 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07354,Solar,01/21/2025,,9.085 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07355,Solar,01/21/2025,,8.690 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07356,Solar,01/21/2025,,7.505 kW rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07361,Solar,01/21/2025,,9.085KW Roof Mounted PV Installation 23 Modules,Elevation Solar
TC-RES-1224-07362,Solar,01/21/2025,,Install a 23.22 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-1224-07366,Solar,01/21/2025,,"Roof mount 10.32kW DC photovoltaic solar system; 24 modules, 2 Tesla Solar Inverters with 1 & 2 strings. PV",Technicians for Sustainability
TC-RES-1224-07367,Solar,01/21/2025,,Installation of Roof mounted 11.07kW Pv System with Battery,Our World Energy
TC-RES-1224-07376,Solar,01/21/2025,,"Roof-mounted PV solar installation, 20 modules, 8.8kW DC, 7.6kW AC, with energy storage, with main breaker derate",Saguaro Solar Electric
TC-RES-1224-07380,Solar,01/22/2025,,11.5kw rooftop solar with 11.5kw battery storage,NB Baker Electric AZ LLC dba Streamline Solar
TC-RES-1224-07396,Solar,01/22/2025,,Installation of Roof mounted 8.61kW PV System with Battery,Our World Energy
TC-RES-1224-07408,Solar,01/22/2025,,"Roof mounted 9.085kw PV system, 23 modules",Elevation Solar
TC-RES-1224-07410,Solar,01/22/2025,,"Roof mounted 7.505kw PV system, 19 modules",Elevation Solar
TC-RES-1224-07412,Solar,01/22/2025,,"Roof mounted 8.295kw PV system, 21 modules",Elevation Solar
TC-RES-1024-06294,Solar,01/28/2025,,"Roof-mounted PV solar installation, 7 modules, 3.08kW DC, 3.8 kW AC",Saguaro Solar Electric
TC-RES-1124-06425,Solar,01/29/2025,"4119 E 2ND ST, TUCSON, AZ 85711",Installing a 7.380 kW roof mount solar system.,Allison Tibbetts
TC-RES-1124-06449,Solar,01/29/2025,,Installation of Roof mounted 6.40kW PV System,Our World Energy
TC-RES-1124-06603,Solar,01/28/2025,,PV SOLAR ROOF MOUNTED / MPU,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1124-06649,Solar,01/27/2025,"2411 E ELM ST, TUCSON, AZ 85719",Installation of Roof mounted 13.60kW PV System with Existing system,Our World Energy
TC-RES-1124-06896,Solar,01/30/2025,,Installation of Roof mounted 10.25kW PV System with Battery & Derate,Our World Energy
TC-RES-1124-06935,Solar,01/27/2025,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 7.20 kW DC/5.85 kW AC & EXISTING SYSTEM - 2.90 KW,On Point Solar Power
TC-RES-1224-06996,Solar,01/29/2025,,Installation of Roof mounted 6.56kW PV System with Existing System & Battery,Our World Energy
TC-RES-1224-07079,Solar,01/29/2025,,Installation of Roof mounted 4.51kW PV system with Existing system,Our World Energy
TC-RES-1224-07288,Solar,01/28/2025,,PV SOLAR ROOF MOUNTED,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1224-07333,Solar,01/27/2025,,9.085KW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07389,Solar,01/28/2025,,Installation of Roof mounted 17.22kW PV System with Battery,Our World Energy
TC-RES-1224-07436,Solar,01/27/2025,,"ROOF MOUNTED PHOTOVOLTAIC SYSTEM - 12.96 KW (DC), 10.24 KW (AC)",Zachary Martlock
TC-RES-1224-07446,Solar,01/27/2025,"4330 E 4TH ST, TUCSON, AZ 85711","Roof mount  4.61kW DC photovoltaic solar system; 11 modules and microinverters, 2 branches, PV combiner box,",Technicians for Sustainability
TC-RES-1224-07460,Solar,01/28/2025,,Installation of Roof mounted 9.02kW PV System with Battery,Our World Energy
TC-RES-1224-07523,Solar,01/30/2025,,Installation of a 6.640kw dc system/1 Battery,Project Manager
TC-RES-0125-00036,Solar,02/04/2025,,Installation of Roof mounted 6.15kW PV System,Our World Energy
TC-RES-0125-00046,Solar,02/04/2025,,Installing Rooftop Solar,Fernando Ayala
TC-RES-0125-00053,Solar,02/04/2025,,"Roof mount 6.45kW DC photovoltaic solar system; 15 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0125-00104,Solar,02/05/2025,,Installation of a 15.170kw dc system/2 Batteries,Project Manager
TC-RES-0824-05007,Solar,02/04/2025,,"T15CM00101 FINALS ONLY -Solar panels are installed, I just need the permit to finish the job.",
TC-RES-1024-05708,Solar,02/03/2025,,"Installation of Roof mounted 10.40kW PV System with Existing system, Battery & Derate",Our World Energy
TC-RES-1024-06282,Solar,02/04/2025,,Installation of a new roof mounted 12 kw solar pv system and remove and replace existing SES with new SES.,Robles Electric
TC-RES-1124-06701,Solar,02/03/2025,,Installation of Roof mounted 4.0kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-1124-06757,Solar,02/03/2025,,ROOF MOUNT INSTALLATION OF11 .760 kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-1124-06859,Solar,02/04/2025,,There is an existing permit (TC-SOL-1024-00651) for solar at this address. The property owner needs to contact,Freedom Forever
TC-RES-1124-06892,Solar,02/04/2025,,PV Roof mount system,The Solar Store
TC-RES-1224-07161,Solar,02/03/2025,,Installation of 12.30kW (DC) residential roof top solar system with the main panel being upgraded to 225A.,Justin Preston
TC-RES-1224-07340,Solar,02/03/2025,,8.295 kW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07342,Solar,02/04/2025,,8.295 kW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07483,Solar,02/03/2025,,Installation of Roof mounted 8.61kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-1224-07496,Solar,02/04/2025,,20.210 kW DC Roof Mounted Solar,Juana Quiroz
TC-RES-0125-00129,Solar,02/12/2025,,Installation of Roof mounted 7.74kW PV System,Our World Energy
TC-RES-0125-00130,Solar,02/10/2025,,Installation of Roof mounted 4.10kW PV System,Our World Energy
TC-RES-0125-00133,Solar,02/11/2025,,7.6,Sunbright Solar
TC-RES-0125-00134,Solar,02/11/2025,,Installation of Roof mounted 16.40kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00169,Solar,02/11/2025,,Install a 60kWh Energy Storage System. The rooftop solar electrical system is existing and is not in the scope of work.,Net Zero Solar
TC-RES-0125-00178,Solar,02/11/2025,,"ROOF MOUNTED PHOTOVOLTAIC SYSTEM - 5.85 KW (DC), 5.00 KW (AC)",Zachary Martlock
TC-RES-0125-00205,Solar,02/11/2025,,Installation of Roof mounted 11.48kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00209,Solar,02/12/2025,,Installation of Roof mounted 5.33kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00216,Solar,02/12/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0924-05136,Solar,02/11/2025,,Installation of Roof mounted 8.17kW PV System with Battery,Our World Energy
TC-RES-1224-07026,Solar,02/13/2025,,"Roof mount  10.75kW DC photovoltaic solar system; 25 modules and microinverters, 3 branches, PV combiner box,",Technicians for Sustainability
TC-RES-1224-07051,Solar,02/10/2025,,PV Roof Mount & Energy System,The Solar Store
TC-RES-1224-07164,Solar,02/12/2025,,Installation of a new roof mounted 4.000 Kw solar pv system,Robles Electric
TC-RES-1224-07197,Solar,02/10/2025,,Installation of 10.0kW (DC) residential roof top solar system with the main panel being upgraded to 200A,Justin Preston
TC-RES-1224-07318,Solar,02/11/2025,,install 7.79kw residential roof mounted solar and 1 Tesla Powerwall 3,Freedom Forever
TC-RES-1224-07413,Solar,02/11/2025,"6901 E 1ST ST, TUCSON, AZ 85710",Installation of Roof mounted 13.53kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-0125-00057,Solar,02/18/2025,,13.5 kWh storage system (1 battery) connected to existing photovoltaic solar system. Interconnection via PCS on main,Technicians for Sustainability
TC-RES-0125-00084,Solar,02/18/2025,"838 S 2ND AV, TUCSON, AZ 85701","Roof mount 8.17kW DC photovoltaic solar system; 19 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0125-00258,Solar,02/18/2025,,Installation of Roof mounted 8.20kW PV System,Our World Energy
TC-RES-0125-00261,Solar,02/19/2025,,Installation of Roof mounted 11.61kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00273,Solar,02/19/2025,,Installation of Roof mounted 9.43kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00278,Solar,02/19/2025,"2309 E 3RD ST, TUCSON, AZ 85719","Roof mount 5.16 kW DC photovoltaic solar system; 12 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0125-00279,Solar,02/19/2025,,"Roof mount 6.88kW DC photovoltaic solar system; 16 modules with microinverters, 2 branches, PV Combiner Box,",Technicians for Sustainability
TC-RES-0125-00280,Solar,02/19/2025,,PV SOLAR - ROOF MOUNTED,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0125-00281,Solar,02/19/2025,,Instalation of Roof mounted 4.10kW PV System,Our World Energy
TC-RES-0125-00282,Solar,02/18/2025,,Installation of Roof mounted 7.38kW Pv System with Existing system,Our World Energy
TC-RES-0125-00284,Solar,02/19/2025,,"Roof mount 6.45 kW DC photovoltaic solar system; 15 modules with microinverters, 2 branches, PV Combiner Box,",Technicians for Sustainability
TC-RES-0125-00287,Solar,02/19/2025,,5.600KW Roof Mounted Solar PV 14 Modules  200A/225 A Main Panel Upgrade,Elevation Solar
TC-RES-0125-00288,Solar,02/19/2025,,"Roof mount 2.9kW DC addition to existing photovoltaic solar system (new total system size: 8.07 kW), 7 additional",Technicians for Sustainability
TC-RES-0125-00289,Solar,02/19/2025,,13.860 KW Roof Mounted Solar PV 33 Modules 175 A Main Breaker Derate,Elevation Solar
TC-RES-0125-00297,Solar,02/18/2025,,Installation of Roof mounted 11.48kW PV System,Our World Energy
TC-RES-0125-00308,Solar,02/18/2025,,Installation of Roof mounted 13.53kW PV System with Battery & Derate,Our World Energy
TC-RES-0125-00311,Solar,02/19/2025,,Installation of Roof mounted 6.15kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00314,Solar,02/19/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0125-00344,Solar,02/20/2025,,Installation of Roof mounted 7.38kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00348,Solar,02/20/2025,,Roof mount 8.60kW DC photovoltaic solar system; 20 modules with rapid shutdown.,Technicians for Sustainability
TC-RES-0125-00351,Solar,02/20/2025,,Installation of Roof mounted 11.48kW PV System with Battery,Our World Energy
TC-RES-0125-00359,Solar,02/20/2025,,Roof mount 3.4kW DC addition to existing photovoltaic solar system (new total system size: 12.80kW).,Technicians for Sustainability
TC-RES-0125-00362,Solar,02/20/2025,,(18) NEW HYPERION; HY_DH108P8B_405 - 405W MODULES,Zachary Martlock
TC-RES-0125-00373,Solar,02/20/2025,"9665 E 3RD ST, TUCSON, AZ 85748",Installation of Roof mounted 12.71kW PV System / Derate,Our World Energy
TC-RES-0125-00388,Solar,02/20/2025,,"Roof mounted 8.690kw PV system, 22 mods",Elevation Solar
TC-RES-0724-04408,Solar,02/19/2025,,Install PV Modules on Roof of existing home,Daniel Snyder
TC-RES-0924-05463,Solar,02/18/2025,,Pre engineered detached 2-car solar array carport.,Kegon Tilley
TC-RES-1024-05691,Solar,02/18/2025,,(44) VSUN400-108BMH - 400W MODULES,Zachary Martlock
TC-RES-1024-06240,Solar,02/18/2025,"228 S 4TH AV, TUCSON, AZ 85701","Residential rooftop solar - 6.480kW DC, 5.200 kW AC",Zachary Martlock
TC-RES-1124-06766,Solar,02/19/2025,"408 E 16TH ST, TUCSON, AZ 85701","Roof mount 13.33kW DC photovoltaic solar system; 31 modules; 27 kWh Storage, 2 Tesla Powerwall -3 batteries with",Technicians for Sustainability
TC-RES-1124-06798,Solar,02/18/2025,,"PV roof mount 12.555 kW, 31 panels, 1 inverter, , Existing electrical panel. Derate main breaker from 200 A to 175A",Hosep Bahlounian
TC-RES-1124-06930,Solar,02/19/2025,"809 S 3RD AV, TUCSON, AZ 85701","Roof mount 4.73kW DC photovoltaic solar system; 11 modules with microinverters, 2 branches, PV Combiner Box,",Technicians for Sustainability
TC-RES-1224-07515,Solar,02/19/2025,,Installation of Roof mounted 5.33kW PV System,Our World Energy
TC-RES-0125-00304,Solar,02/26/2025,,Installation of a new roof mounted 3.9 kw solar PV system.,Robles Electric
TC-RES-0125-00343,Solar,02/24/2025,,Rooftop Solar,Fernando Ayala
TC-RES-0125-00366,Solar,02/24/2025,,install 8.2kw residential roof mounted solar,Freedom Forever
TC-RES-0125-00384,Solar,02/24/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0125-00389,Solar,02/24/2025,,"Roof mounted 9.085kw PV system, 23 modules",Elevation Solar
TC-RES-0125-00390,Solar,02/24/2025,,"Roof mounted 9.085kw PV system, 23 modules",Elevation Solar
TC-RES-0125-00403,Solar,02/24/2025,,Installation of Roof mounted 6.15kW PV System / 225 A MPU,Our World Energy
TC-RES-0125-00404,Solar,02/24/2025,,Installation of Roof mounted 5.74kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-0125-00475,Solar,02/24/2025,,install 4.51kw residential roof mounted solar,Freedom Forever
TC-RES-0125-00487,Solar,02/24/2025,,Installation of Roof mounted 6.15kW PV System with Existing System,Our World Energy
TC-RES-0924-05491,Solar,02/24/2025,,Installation of solar panels,Alex Villanueva
TC-RES-1024-05788,Solar,02/25/2025,"945 N 5TH AV, TUCSON, AZ 85705",Install 8.2 kW DC solar electric system on roofs of existing garage and existing accessory structure.,Net Zero Solar
TC-RES-1124-06531,Solar,02/24/2025,,INSTALLATION OF A 11 .40 kW-AC PV SYSTEM WITH MPU,Inty Power
TC-RES-1124-06706,Solar,02/25/2025,,PV SOLAR - ROOF MOUNTED,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-1224-07335,Solar,02/24/2025,,9.085KW Rooftop PV solar system installation,Elevation Solar
TC-RES-1224-07438,Solar,02/24/2025,,9.030 kW DC Roof Mounted Solar + Battery,Juana Quiroz
TC-RES-0125-00001,Solar,03/04/2025,,Installation of a 17.200kw dc system/1 Tesla Battery,Project Manager
TC-RES-0125-00007,Solar,03/03/2025,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0125-00138,Solar,03/04/2025,,Removal and reinstallation of a roof-mounted solar system to allow a third party to complete a re-roof,Patrick D Craig
TC-RES-0125-00374,Solar,03/03/2025,"2221 E 4TH ST, TUCSON, AZ 85719",rooftop solar,JAGUAR ELECTRIC LLC
TC-RES-0125-00439,Solar,03/04/2025,,Installation of Roof mounted 12.30kW PV System with Battery & 225 A MPU,Our World Energy
TC-RES-0125-00499,Solar,03/04/2025,,"Roof mount 5.59 kW DC photovoltaic solar system; 13 modules; 27 kWh Storage, 1 Tesla Powerwall -3 battery with",Technicians for Sustainability
TC-RES-0125-00501,Solar,03/03/2025,,"installing roof mounted solar array, 7.7 kw","Southwest A /C, Heating, Electrical & Solar LLC"
TC-RES-0125-00508,Solar,03/03/2025,,Installation of Roof mounted 5.74kW PV System / ConnectDER,Our World Energy
TC-RES-0125-00521,Solar,03/03/2025,,Installation of Roof mounted 5.74kW PV System / 125 A MPU,Our World Energy
TC-RES-0125-00533,Solar,03/03/2025,,Installation of Roof mounted 5.74kW PV System with Existing system & Battery,Our World Energy
TC-RES-0125-00537,Solar,03/04/2025,,"Roof mount 6.1kW DC addition to existing photovoltaic solar system (new total system size: 17.34 kW), 14 additional",Technicians for Sustainability
TC-RES-0125-00538,Solar,03/04/2025,,"Roof mount 6.45kW DC photovoltaic solar system; 15 modules; 13.5 kWh Storage, 1 Tesla Powerwall -3 batteries with",Technicians for Sustainability
TC-RES-0125-00558,Solar,03/04/2025,,Installation of Roof mounted 12.71kW PV System with Battery,Our World Energy
TC-RES-0125-00567,Solar,03/04/2025,,Install of a 11.50 kW (AC) PV system + Battery integrated,Inty Power
TC-RES-0125-00568,Solar,03/04/2025,,Installation of Roof mounted 4.92kW PV System,Our World Energy
TC-RES-0125-00586,Solar,03/04/2025,,Rooftop Solar System,permittucson
TC-RES-0125-00588,Solar,03/04/2025,,Installation of Roof mounted 9.02kW PV System,Our World Energy
TC-RES-0125-00591,Solar,03/04/2025,,Install of a 11.50 KW AC PV system + battery-integrated,Inty Power
TC-RES-0125-00606,Solar,03/04/2025,,PV SOLAR - ROOF MOUNTED + 225 A MAIN PANEL UPGRADE,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0125-00609,Solar,03/04/2025,,"Roof-mounted PV solar installation, 31 modules, 13.95kW DC, 11.5kW AC , with energy storage, with Tesla Backup",Saguaro Solar Electric
TC-RES-0125-00610,Solar,03/04/2025,,Rooftop Solar System,Freedom Forever
TC-RES-0724-04473,Solar,03/03/2025,,Install for a 5.135 kW roof-mounted photovoltaic system.,Sunsolar Solutions Inc
TC-RES-0125-00249,Solar,03/10/2025,,Maintenance of existing PV system.,Tesla Energy
TC-RES-0125-00349,Solar,03/10/2025,,Installation of Roof mounted 4.51kW PV System,Our World Energy
TC-RES-0125-00396,Solar,03/10/2025,,Installation of Roof mounted 8.20kW PV System with Existing System & 225 A MPU,Our World Energy
TC-RES-0125-00398,Solar,03/13/2025,,New rooftop photovoltaic system consisting of 22 Aptos 440W panels & an SE7600H-US SolarEdge inverter.,Daniel Barkley-Romero
TC-RES-0125-00551,Solar,03/13/2025,"4938 E 4TH ST, TUCSON, AZ 85711","Roof-mounted PV solar installation, 18 modules, 8.1kW DC, 11.5kW AC , with energy storage, with Tesla Backup",Saguaro Solar Electric
TC-RES-0225-00612,Solar,03/10/2025,,Installing Rooftop Solar,Fernando Ayala
TC-RES-0225-00629,Solar,03/10/2025,,"Roof mount 5.16kW DC photovoltaic solar system; 12 modules with microinverters, 2 branches, PV  Combiner Box,",Technicians for Sustainability
TC-RES-0225-00654,Solar,03/10/2025,,"Roof mount 4.30kW DC photovoltaic solar system; 10 modules with microinverters, 1 branch, 20 A PV breaker on 200A",Technicians for Sustainability
TC-RES-0225-00657,Solar,03/11/2025,,(23) NEW HYPERION; HY_DH108P8B_405 - 405W MODULES,Zachary Martlock
TC-RES-0225-00660,Solar,03/10/2025,,"Roof-mounted PV solar installation, 13 modules, 5.85kW DC, 5.0 kW AC , with meter socket adaptor",Saguaro Solar Electric
TC-RES-0225-00667,Solar,03/10/2025,,PV SOLAR - ROOF MOUNTED + DERATE,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0225-00672,Solar,03/10/2025,,Installation of Roof mounted 4.10kW PV System with Existing system & Battery,Our World Energy
TC-RES-0225-00675,Solar,03/10/2025,,Installation of Roof mounted 6.97kW PV System with Existing System & 225 A MPU,Our World Energy
TC-RES-0225-00677,Solar,03/10/2025,,Installation of Roof mounted 11.48kW PV System with Battery,Our World Energy
TC-RES-0225-00684,Solar,03/10/2025,,Installation of Roof mounted 10.66kW PV System with Battery,Our World Energy
TC-RES-0225-00701,Solar,03/10/2025,,PV SOLAR - ROOF MOUNTED,VECTOR ENERGY LLC DBA FUSION POWER CO
